collision_index,collision_year,collision_ref_no,police_force,collision_severity,first_road_class,first_road_number,time,speed_limit,junction_detail,collision_ref_join,road_name,road_type,severity_text,severe,collision_hour,time_period,speed_group,junction_group,lgv_involved,young_driver_involved
201906K267414,2019,06K267414,6,3,3,6027,18:25:00,40,0,06K267414,A6027,A road,slight,0,18,evening_peak,40 mph or above,No junction,0,0
201806M139826,2018,06M139826,6,3,3,56,07:20:00,40,0,06M139826,A56,A road,slight,0,7,morning_peak,40 mph or above,No junction,0,0
201706F028664,2017,06F028664,6,2,3,57,22:47:00,30,0,06F028664,A57,A road,serious,1,22,night_or_off_peak,30 mph or below,No junction,0,1
201806Q144899,2018,06Q144899,6,3,3,62,23:20:00,30,16,06Q144899,A62,A road,slight,0,23,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,1
201906A156478,2019,06A156478,6,3,3,665,18:20:00,30,13,06A156478,A665,A road,slight,0,18,evening_peak,30 mph or below,T or staggered junction,0,0
201906F154473,2019,06F154473,6,3,3,6,04:05:00,30,0,06F154473,A6,A road,slight,0,4,night_or_off_peak,30 mph or below,No junction,0,0
201706M037494,2017,06M037494,6,3,3,6144,08:15:00,30,16,06M037494,A6144,A road,slight,0,8,morning_peak,30 mph or below,Crossroads or larger junction,0,0
2021061132330,2021,061132330,6,3,1,61,15:15:00,30,0,061132330,M61,Motorway,slight,0,15,daytime,30 mph or below,No junction,0,0
2021061111997,2021,061111997,6,3,1,60,20:22:00,70,0,061111997,M60,Motorway,slight,0,20,night_or_off_peak,40 mph or above,No junction,1,1
202006XF67338,2020,06XF67338,6,3,1,60,23:30:00,70,0,06XF67338,M60,Motorway,slight,0,23,night_or_off_peak,40 mph or above,No junction,0,1
202006Q269118,2020,06Q269118,6,2,3,663,01:13:00,30,0,06Q269118,A663,A road,serious,1,1,night_or_off_peak,30 mph or below,No junction,0,0
2023061268235,2023,061268235,6,3,3,6,10:15:00,30,18,061268235,A6,A road,slight,0,10,daytime,30 mph or below,Other or unknown junction,0,1
2022061224099,2022,061224099,6,2,3,6,11:58:00,30,0,061224099,A6,A road,serious,1,11,daytime,30 mph or below,No junction,1,0
2021061075153,2021,061075153,6,3,3,6104,00:46:00,30,19,061075153,A6104,A road,slight,0,0,night_or_off_peak,30 mph or below,Other or unknown junction,0,0
2021061120129,2021,061120129,6,2,3,560,19:14:00,30,0,061120129,A560,A road,serious,1,19,night_or_off_peak,30 mph or below,No junction,0,0
201906XF52548,2019,06XF52548,6,3,1,60,13:42:00,70,0,06XF52548,M60,Motorway,slight,0,13,daytime,40 mph or above,No junction,0,0
202006L278414,2020,06L278414,6,3,3,580,09:45:00,60,0,06L278414,A580,A road,slight,0,9,morning_peak,40 mph or above,No junction,0,0
2024061535607,2024,061535607,6,2,3,665,17:00:00,30,13,061535607,A665,A road,serious,1,17,evening_peak,30 mph or below,T or staggered junction,0,0
2024061466395,2024,061466395,6,3,3,57,17:55:00,30,13,061466395,A57,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,1
2021061124574,2021,061124574,6,3,3,34,11:50:00,30,16,061124574,A34,A road,slight,0,11,daytime,30 mph or below,Crossroads or larger junction,0,0
202006K267238,2020,06K267238,6,3,3,673,23:15:00,30,0,06K267238,A673,A road,slight,0,23,night_or_off_peak,30 mph or below,No junction,0,1
2022061171639,2022,061171639,6,3,3,665,15:42:00,30,0,061171639,A665,A road,slight,0,15,daytime,30 mph or below,No junction,1,0
201806Q143267,2018,06Q143267,6,3,3,627,12:30:00,30,0,06Q143267,A627,A road,slight,0,12,daytime,30 mph or below,No junction,0,0
201706X027897,2017,06X027897,6,3,1,60,15:20:00,50,0,06X027897,M60,Motorway,slight,0,15,daytime,40 mph or above,No junction,0,0
201806K246270,2018,06K246270,6,3,3,666,19:30:00,40,16,06K246270,A666,A road,slight,0,19,night_or_off_peak,40 mph or above,Crossroads or larger junction,0,0
2022061230834,2022,061230834,6,3,1,60,14:30:00,70,0,061230834,M60,Motorway,slight,0,14,daytime,40 mph or above,No junction,0,1
201806E147126,2018,06E147126,6,3,3,34,11:10:00,30,16,06E147126,A34,A road,slight,0,11,daytime,30 mph or below,Crossroads or larger junction,0,0
201906E165790,2019,06E165790,6,2,3,34,07:00:00,30,16,06E165790,A34,A road,serious,1,7,morning_peak,30 mph or below,Crossroads or larger junction,0,1
201906A265786,2019,06A265786,6,3,3,665,14:30:00,30,0,06A265786,A665,A road,slight,0,14,daytime,30 mph or below,No junction,0,0
201906XN63770,2019,06XN63770,6,3,1,66,06:39:00,70,0,06XN63770,M66,Motorway,slight,0,6,night_or_off_peak,40 mph or above,No junction,0,0
201906XF59451,2019,06XF59451,6,3,1,60,22:35:00,70,0,06XF59451,M60,Motorway,slight,0,22,night_or_off_peak,40 mph or above,No junction,0,1
2024061512331,2024,061512331,6,3,3,580,01:52:00,60,-1,061512331,A580,A road,slight,0,1,night_or_off_peak,40 mph or above,Other or unknown junction,0,0
201706P037177,2017,06P037177,6,3,3,58,21:04:00,30,16,06P037177,A58,A road,slight,0,21,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
201706N026118,2017,06N026118,6,3,3,6044,14:13:00,30,13,06N026118,A6044,A road,slight,0,14,daytime,30 mph or below,T or staggered junction,0,0
2023061389885,2023,061389885,6,3,3,576,15:50:00,30,0,061389885,A576,A road,slight,0,15,daytime,30 mph or below,No junction,1,0
201706M026968,2017,06M026968,6,3,3,5144,09:30:00,30,0,06M026968,A5144,A road,slight,0,9,morning_peak,30 mph or below,No junction,1,0
2024061397502,2024,061397502,6,2,3,5014,08:23:00,30,0,061397502,A5014,A road,serious,1,8,morning_peak,30 mph or below,No junction,0,0
2023061310528,2023,061310528,6,2,3,635,17:00:00,60,0,061310528,A635,A road,serious,1,17,evening_peak,40 mph or above,No junction,0,0
201806L246299,2018,06L246299,6,2,3,578,17:44:00,30,0,06L246299,A578,A road,serious,1,17,evening_peak,30 mph or below,No junction,1,0
201806E246369,2018,06E246369,6,3,3,34,22:50:00,40,0,06E246369,A34,A road,slight,0,22,night_or_off_peak,40 mph or above,No junction,0,0
2022061246419,2022,061246419,6,2,3,665,17:33:00,30,0,061246419,A665,A road,serious,1,17,evening_peak,30 mph or below,No junction,0,0
201706Q027936,2017,06Q027936,6,3,3,62,19:08:00,30,13,06Q027936,A62,A road,slight,0,19,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2021061119765,2021,061119765,6,2,3,57,10:15:00,50,13,061119765,A57,A road,serious,1,10,daytime,40 mph or above,T or staggered junction,0,0
2022061147277,2022,061147277,6,2,3,6,21:55:00,30,19,061147277,A6,A road,serious,1,21,night_or_off_peak,30 mph or below,Other or unknown junction,0,0
201806N146649,2018,06N146649,6,3,3,58,08:32:00,30,16,06N146649,A58,A road,slight,0,8,morning_peak,30 mph or below,Crossroads or larger junction,0,0
201806N140867,2018,06N140867,6,3,3,56,10:15:00,30,0,06N140867,A56,A road,slight,0,10,daytime,30 mph or below,No junction,0,0
2022061154973,2022,061154973,6,3,3,56,11:35:00,30,0,061154973,A56,A road,slight,0,11,daytime,30 mph or below,No junction,0,0
201706K031387,2017,06K031387,6,3,3,579,16:37:00,30,13,06K031387,A579,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,0
201906A256518,2019,06A256518,6,3,3,664,10:15:00,30,13,06A256518,A664,A road,slight,0,10,daytime,30 mph or below,T or staggered junction,0,0
2022061192785,2022,061192785,6,3,3,5081,22:07:00,30,0,061192785,A5081,A road,slight,0,22,night_or_off_peak,30 mph or below,No junction,0,1
2022061207719,2022,061207719,6,2,3,58,17:00:00,30,13,061207719,A58,A road,serious,1,17,evening_peak,30 mph or below,T or staggered junction,0,0
2022061243693,2022,061243693,6,3,1,60,18:05:00,70,0,061243693,M60,Motorway,slight,0,18,evening_peak,40 mph or above,No junction,0,0
202106J079533,2021,06J079533,6,3,3,6,17:30:00,30,19,06J079533,A6,A road,slight,0,17,evening_peak,30 mph or below,Other or unknown junction,0,0
2024061422919,2024,061422919,6,3,3,577,07:45:00,30,13,061422919,A577,A road,slight,0,7,morning_peak,30 mph or below,T or staggered junction,1,0
2024061505812,2024,061505812,6,2,3,6053,09:40:00,30,0,061505812,A6053,A road,serious,1,9,morning_peak,30 mph or below,No junction,0,0
201906L257241,2019,06L257241,6,3,3,580,11:38:00,60,0,06L257241,A580,A road,slight,0,11,daytime,40 mph or above,No junction,0,0
201706E028804,2017,06E028804,6,3,3,34,14:50:00,30,16,06E028804,A34,A road,slight,0,14,daytime,30 mph or below,Crossroads or larger junction,0,1
202006K369032,2020,06K369032,6,3,3,6,15:30:00,40,0,06K369032,A6,A road,slight,0,15,daytime,40 mph or above,No junction,1,0
202006A174539,2020,06A174539,6,3,3,34,08:17:00,30,16,06A174539,A34,A road,slight,0,8,morning_peak,30 mph or below,Crossroads or larger junction,0,1
201806G241814,2018,06G241814,6,3,3,57,18:18:00,30,0,06G241814,A57,A road,slight,0,18,evening_peak,30 mph or below,No junction,0,0
2022061146064,2022,061146064,6,3,1,602,18:30:00,70,0,061146064,M602,Motorway,slight,0,18,evening_peak,40 mph or above,No junction,0,1
201706F032829,2017,06F032829,6,3,3,6,12:00:00,30,16,06F032829,A6,A road,slight,0,12,daytime,30 mph or below,Crossroads or larger junction,0,1
201906K357479,2019,06K357479,6,3,3,58,18:32:00,40,13,06K357479,A58,A road,slight,0,18,evening_peak,40 mph or above,T or staggered junction,0,0
201706K030308,2017,06K030308,6,2,3,676,07:05:00,30,13,06K030308,A676,A road,serious,1,7,morning_peak,30 mph or below,T or staggered junction,0,0
201906P162274,2019,06P162274,6,2,3,671,01:00:00,30,0,06P162274,A671,A road,serious,1,1,night_or_off_peak,30 mph or below,No junction,0,0
2024061455863,2024,061455863,6,3,3,5067,16:40:00,30,16,061455863,A5067,A road,slight,0,16,evening_peak,30 mph or below,Crossroads or larger junction,0,0
2022061179824,2022,061179824,6,2,1,60,08:14:00,70,0,061179824,M60,Motorway,serious,1,8,morning_peak,40 mph or above,No junction,1,0
2022061161567,2022,061161567,6,3,3,6010,15:00:00,30,0,061161567,A6010,A road,slight,0,15,daytime,30 mph or below,No junction,0,0
2022061171298,2022,061171298,6,2,3,627,17:15:00,30,13,061171298,A627,A road,serious,1,17,evening_peak,30 mph or below,T or staggered junction,0,0
2023061338195,2023,061338195,6,3,1,60,16:00:00,70,0,061338195,M60,Motorway,slight,0,16,evening_peak,40 mph or above,No junction,0,1
201806F147697,2018,06F147697,6,3,3,6,19:36:00,30,13,06F147697,A6,A road,slight,0,19,night_or_off_peak,30 mph or below,T or staggered junction,0,1
2024061518871,2024,061518871,6,1,3,5063,12:59:00,30,0,061518871,A5063,A road,fatal,1,12,daytime,30 mph or below,No junction,0,0
201706A038801,2017,06A038801,6,3,3,62,07:30:00,30,16,06A038801,A62,A road,slight,0,7,morning_peak,30 mph or below,Crossroads or larger junction,0,0
2022061207709,2022,061207709,6,3,3,58,17:15:00,30,0,061207709,A58,A road,slight,0,17,evening_peak,30 mph or below,No junction,0,0
201806G145101,2018,06G145101,6,3,3,6018,17:20:00,30,13,06G145101,A6018,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,0,0
201706M028881,2017,06M028881,6,3,3,560,15:00:00,30,16,06M028881,A560,A road,slight,0,15,daytime,30 mph or below,Crossroads or larger junction,0,0
201906F158192,2019,06F158192,6,3,3,580,08:11:00,50,16,06F158192,A580,A road,slight,0,8,morning_peak,40 mph or above,Crossroads or larger junction,0,0
2021061094352,2021,061094352,6,2,3,664,22:30:00,30,0,061094352,A664,A road,serious,1,22,night_or_off_peak,30 mph or below,No junction,0,0
201906P255093,2019,06P255093,6,2,3,640,12:59:00,60,0,06P255093,A640,A road,serious,1,12,daytime,40 mph or above,No junction,0,0
201706A025958,2017,06A025958,6,3,3,6010,09:32:00,30,13,06A025958,A6010,A road,slight,0,9,morning_peak,30 mph or below,T or staggered junction,0,0
202006K178605,2020,06K178605,6,3,3,579,16:40:00,30,13,06K178605,A579,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,0
2022061263750,2022,061263750,6,3,3,580,10:50:00,50,13,061263750,A580,A road,slight,0,10,daytime,40 mph or above,T or staggered junction,0,0
201906E252717,2019,06E252717,6,3,3,34,19:21:00,40,0,06E252717,A34,A road,slight,0,19,night_or_off_peak,40 mph or above,No junction,0,0
201706G030732,2017,06G030732,6,3,3,6140,09:00:00,30,0,06G030732,A6140,A road,slight,0,9,morning_peak,30 mph or below,No junction,0,0
201806L248784,2018,06L248784,6,3,3,579,17:43:00,30,13,06L248784,A579,A road,slight,0,17,evening_peak,30 mph or below,T or staggered junction,1,0
2023061384436,2023,061384436,6,3,1,67,14:00:00,70,0,061384436,M67,Motorway,slight,0,14,daytime,40 mph or above,No junction,0,0
2022061224928,2022,061224928,6,3,3,34,16:40:00,30,0,061224928,A34,A road,slight,0,16,evening_peak,30 mph or below,No junction,0,0
2024061466665,2024,061466665,6,2,3,58,22:15:00,40,0,061466665,A58,A road,serious,1,22,night_or_off_peak,40 mph or above,No junction,0,0
2021061062849,2021,061062849,6,3,3,665,19:06:00,30,0,061062849,A665,A road,slight,0,19,night_or_off_peak,30 mph or below,No junction,0,1
2022061129230,2022,061129230,6,2,3,665,21:59:00,30,0,061129230,A665,A road,serious,1,21,night_or_off_peak,30 mph or below,No junction,0,1
202006Q170538,2020,06Q170538,6,3,3,627,05:20:00,30,16,06Q170538,A627,A road,slight,0,5,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2022061226498,2022,061226498,6,2,1,67,22:20:00,70,0,061226498,M67,Motorway,serious,1,22,night_or_off_peak,40 mph or above,No junction,0,1
2024061471837,2024,061471837,6,2,3,6052,19:00:00,30,0,061471837,A6052,A road,serious,1,19,night_or_off_peak,30 mph or below,No junction,0,1
202006XN76057,2020,06XN76057,6,3,1,66,18:15:00,70,0,06XN76057,M66,Motorway,slight,0,18,evening_peak,40 mph or above,No junction,0,0
201906J166884,2019,06J166884,6,3,3,560,00:45:00,30,0,06J166884,A560,A road,slight,0,0,night_or_off_peak,30 mph or below,No junction,0,0
201706E036953,2017,06E036953,6,3,3,560,19:55:00,30,13,06E036953,A560,A road,slight,0,19,night_or_off_peak,30 mph or below,T or staggered junction,0,0
2022061143271,2022,061143271,6,3,3,58,14:05:00,30,0,061143271,A58,A road,slight,0,14,daytime,30 mph or below,No junction,0,0
2021061084020,2021,061084020,6,2,1,602,18:51:00,70,0,061084020,M602,Motorway,serious,1,18,evening_peak,40 mph or above,No junction,0,1
2024061521104,2024,061521104,6,3,3,663,18:50:00,40,16,061521104,A663,A road,slight,0,18,evening_peak,40 mph or above,Crossroads or larger junction,0,0
2023061273251,2023,061273251,6,3,3,5014,13:14:00,30,13,061273251,A5014,A road,slight,0,13,daytime,30 mph or below,T or staggered junction,0,0
2023061318426,2023,061318426,6,3,3,58,19:00:00,30,0,061318426,A58,A road,slight,0,19,night_or_off_peak,30 mph or below,No junction,0,0
2024061412509,2024,061412509,6,2,3,663,14:16:00,40,16,061412509,A663,A road,serious,1,14,daytime,40 mph or above,Crossroads or larger junction,0,1
201906F159359,2019,06F159359,6,3,3,57,08:00:00,30,16,06F159359,A57,A road,slight,0,8,morning_peak,30 mph or below,Crossroads or larger junction,0,1
201806E144171,2018,06E144171,6,3,3,6010,15:20:00,30,13,06E144171,A6010,A road,slight,0,15,daytime,30 mph or below,T or staggered junction,0,0
201706Q035794,2017,06Q035794,6,1,3,627,17:08:00,40,0,06Q035794,A627,A road,fatal,1,17,evening_peak,40 mph or above,No junction,0,0
201806K245238,2018,06K245238,6,3,3,666,10:25:00,30,13,06K245238,A666,A road,slight,0,10,daytime,30 mph or below,T or staggered junction,0,0
201706G029870,2017,06G029870,6,2,3,57,07:30:00,30,13,06G029870,A57,A road,serious,1,7,morning_peak,30 mph or below,T or staggered junction,0,0
2021061097683,2021,061097683,6,2,3,664,15:38:00,30,19,061097683,A664,A road,serious,1,15,daytime,30 mph or below,Other or unknown junction,0,0
2022061211887,2022,061211887,6,2,3,6144,08:30:00,40,13,061211887,A6144,A road,serious,1,8,morning_peak,40 mph or above,T or staggered junction,1,0
2021061086276,2021,061086276,6,3,3,579,09:15:00,40,17,061086276,A579,A road,slight,0,9,morning_peak,40 mph or above,Crossroads or larger junction,0,1
201906A160816,2019,06A160816,6,3,3,56,03:15:00,30,16,06A160816,A56,A road,slight,0,3,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
201806XF47830,2018,06XF47830,6,3,1,62,19:20:00,70,0,06XF47830,M62,Motorway,slight,0,19,night_or_off_peak,40 mph or above,No junction,0,1
201906G264494,2019,06G264494,6,3,3,57,13:40:00,30,0,06G264494,A57,A road,slight,0,13,daytime,30 mph or below,No junction,1,0
2022061154264,2022,061154264,6,3,3,6,15:30:00,30,0,061154264,A6,A road,slight,0,15,daytime,30 mph or below,No junction,0,0
202006G179169,2020,06G179169,6,3,3,6140,17:00:00,30,0,06G179169,A6140,A road,slight,0,17,evening_peak,30 mph or below,No junction,0,0
2021061025800,2021,061025800,6,3,1,60,13:45:00,70,0,061025800,M60,Motorway,slight,0,13,daytime,40 mph or above,No junction,0,1
201806K349815,2018,06K349815,6,2,3,6,22:40:00,40,0,06K349815,A6,A road,serious,1,22,night_or_off_peak,40 mph or above,No junction,0,0
201806M147379,2018,06M147379,6,3,3,5181,10:40:00,30,13,06M147379,A5181,A road,slight,0,10,daytime,30 mph or below,T or staggered junction,0,1
2024061429794,2024,061429794,6,3,3,34,21:45:00,40,0,061429794,A34,A road,slight,0,21,night_or_off_peak,40 mph or above,No junction,0,0
201906Q166691,2019,06Q166691,6,2,3,627,19:45:00,30,16,06Q166691,A627,A road,serious,1,19,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2024061439644,2024,061439644,6,3,3,6042,14:30:00,30,0,061439644,A6042,A road,slight,0,14,daytime,30 mph or below,No junction,0,0
2024061430909,2024,061430909,6,3,3,6027,08:45:00,30,-1,061430909,A6027,A road,slight,0,8,morning_peak,30 mph or below,Other or unknown junction,0,0
2023061341476,2023,061341476,6,3,3,6188,20:30:00,40,0,061341476,A6188,A road,slight,0,20,night_or_off_peak,40 mph or above,No junction,0,1
201906E163278,2019,06E163278,6,3,3,6010,16:50:00,30,13,06E163278,A6010,A road,slight,0,16,evening_peak,30 mph or below,T or staggered junction,0,0
202006K373751,2020,06K373751,6,3,3,6,07:39:00,40,0,06K373751,A6,A road,slight,0,7,morning_peak,40 mph or above,No junction,0,0
201706K037802,2017,06K037802,6,3,3,6099,09:00:00,30,13,06K037802,A6099,A road,slight,0,9,morning_peak,30 mph or below,T or staggered junction,0,0
201906N252581,2019,06N252581,6,2,3,56,21:00:00,30,16,06N252581,A56,A road,serious,1,21,night_or_off_peak,30 mph or below,Crossroads or larger junction,0,0
2021061047810,2021,061047810,6,2,3,560,17:09:00,30,19,061047810,A560,A road,serious,1,17,evening_peak,30 mph or below,Other or unknown junction,0,0
2024061483614,2024,061483614,6,3,3,666,14:15:00,30,16,061483614,A666,A road,slight,0,14,daytime,30 mph or below,Crossroads or larger junction,0,1
201706A036829,2017,06A036829,6,3,3,576,14:51:00,30,0,06A036829,A576,A road,slight,0,14,daytime,30 mph or below,No junction,0,0
2024061528747,2024,061528747,6,3,3,57,16:00:00,30,16,061528747,A57,A road,slight,0,16,evening_peak,30 mph or below,Crossroads or larger junction,0,1
2021061132357,2021,061132357,6,3,3,5063,16:49:00,30,0,061132357,A5063,A road,slight,0,16,evening_peak,30 mph or below,No junction,0,1
2021061103301,2021,061103301,6,3,3,665,18:15:00,30,17,061103301,A665,A road,slight,0,18,evening_peak,30 mph or below,Crossroads or larger junction,0,0
2021061078665,2021,061078665,6,3,3,34,15:15:00,30,16,061078665,A34,A road,slight,0,15,daytime,30 mph or below,Crossroads or larger junction,0,0
